date,white,white elo,black,black elo,resultat,ECO,perf white,perf black,moves,opening,variation,year,nb
2020-04-30,Miesov,2146,yacine63,2209,0-1,C00,-5.0,5.0, e2e4 e7e6 d2d4 d7d5 f1d3 c7c5 e4d5 e6d5 g1f3 b8c6 d4c5 f8c5 e1g1 g8e7 h2h3 e8g8 b1c3 c8f5 f1e1 f7f6 a2a3 f5d3 d1d3 g8h8 c1f4 d8d7 a1d1 a8d8 b2b4 c5b6 c3b5 a7a5 c2c3 e7g6 f4d6 g6e5 d3d5 e5f3 d5f3 f8e8 e1e8 d8e8 d6c7 d7e6 c7b6 c6e5 f3e3 e6c6 b6d4 e5c4 e3d3 c4b2 d3g3 b2d1 b5d6 e8f8 d6f5 c6d7 g3f3 d1b2 g2g4 b2c4 g4g5 c4e5,French,French e4 e6,2020,1
2020-04-30,katsilver,2123,yacine63,2205,0-1,D86,-4.0,4.0, d2d4 g8f6 c2c4 g7g6 b1c3 d7d5 c4d5 f6d5 e2e4 d5c3 b2c3 f8g7 f1c4 c7c5 g1e2 b8c6 c1e3 e8g8 e1g1 d8c7 a1c1 f8d8 d1d2 a7a6 d4d5 b7b5 c4d3 c5c4 d3b1 e7e6 e3f4 e6e5 f4g5 f7f6 g5h6 c6a5 h6g7 g8g7 f2f4 a5b7 f4e5 f6e5 d2g5 c7b6 g1h1 b6d6 e2f4 e5f4 e4e5 d6d5 g5f6 g7g8 f1f4 d5e6 f6d8 b7d8 b1e4 e6e5 c1f1 a8a7 f4f8 g8g7 f8d8 e5e4 d8c8 a7f7,Grunfeld Defence,Exchange Variation,2020,1
2020-04-30,Jaymz,2253,yacine63,2210,1-0,A45,5.0,-5.0, d2d4 g8f6 c1g5 f6e4 g5h4 c7c5 f2f3 g7g5 f3e4 g5h4 e2e3 f8g7 c2c3 d7d6 g1f3 c8g4 h2h3 g4h5 f1c4 e7e6 b1d2 e8g8 e1g1 b8d7 d1e1 a7a6 f3h4 b7b5 c4d3 b5b4 g2g4 h5g6 h4f5 e6f5 e4f5 b4c3 b2c3 c5d4 c3d4 d8a5 d2e4 a5e1 a1e1 d6d5 e4c3 d7b6 e1b1 f8e8 g1f2 a8c8 f1c1 g7h6 c3d1 b6c4 d3c4 d5c4 f5g6 f7g6 c1c3 c8c6 b1c1 c6f6 f2e2 f6e6 c1b1 h6g5 b1b4 h7h5 b4c4 h5g4 h3g4 e6b6 c4c6 e8b8 c6b6 b8b6 c3b3 b6e6 e2f3 g8f7 d1f2 e6c6 f2e4 g5e7 b3c3 c6b6 f3f4 b6b2 a2a4 b2b4 c3c7 b4a4 d4d5 f7e8 f4e5 a4a5 e5e6 a5b5 c7e7 e8d8 e7a7 b5b4 e4d6 b4b3 e3e4,Trompowsky,Trompowsky,2020,1
2020-04-30,yacine63,2214,Southstream007,2303,0-1,D11,-4.0,4.0, d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 c8g4 d1b3 d8b6 b1c3 g4f3 g2f3 e7e6 e3e4 b8d7 e4e5 f6g8 c4c5 b6c7 b3c2 b7b6 c5b6 a7b6 c1d2 c6c5 c3b5 c7b8 f3f4 g8h6 f1e2 h6f5 a2a3 f5d4 b5d4 c5d4 a1c1 f8c5 b2b4 c5e7 e2b5 b8d8 a3a4 e8g8 c2b2 f7f6 b2d4 f6e5 f4e5 f8f5 f2f4 e7h4 e1d1 a8c8 b5d3 c8c1 d1c1 f5f7 c1b2 g7g5 b2b3 g5f4 d2f4 g8h8 f4h6 h4f2 d4g4 d7e5 g4e2 f2d4 h6e3 d8h4 h1e1 d4e3 e2e3 e5d3 e3d3 h4g4 d3c3 e6e5 c3e5 h8g8 e5e8 g8g7 e8e5 g7g8 e5e8 g8g7 e8e5 f7f6 e5d5 f6f3 b3c2 g4g2 c2d1 g2g4 e1e7 f3f7,Queen's Gambit,Slave,2020,1
2020-04-30,flufighter,2262,yacine63,2213,1/2-1/2,D74,-1.0,1.0, d2d4 g8f6 g1f3 g7g6 c2c4 f8g7 g2g3 e8g8 f1g2 d7d5 c4d5 f6d5 e1g1 b8c6 b1c3 d5b6 e2e3 f8e8 a2a3 e7e5 d4d5 c6a5 e3e4 c7c6 c1g5 f7f6 g5e3 a5c4 e3c5 c6d5 b2b3 d5e4 b3c4 e4f3 g2f3 b6c4 f3d5 c8e6 d5e6 e8e6 d1b3 b7b5 c3b5 d8d5 b5c7 d5c5 c7e6 c5c6 e6g7 g8g7 a1c1 a8c8 c1c3 c6e4 b3b4 a7a5 b4e7 g7h6 e7f6 c4d2 c3c8 d2f3 f6f3 e4f3 c8c5 f3a3 c5e5 a3b4 e5e3 a5a4 f1a1 h6g5 e3a3 g5f6 a3a4 b4b2 h2h4 f6f5 a4f4 f5e5 a1a5 e5e6 a5a7 b2c1 g1h2 c1d2 a7h7 e6e5 h7g7 d2d3 g7f7 e5e6 f7f6 e6e7 f4f3 d3e2 f6f4 e2b5 f3e3 e7d6 f4g4 b5f5 h2g2 f5g4 e3f3 g4e4 g3g4 e4g4 f3g3 g4h5 g3g5 h5h4 g5g6 d6e5 g6g3 e5f4 g3e3 f4f5 e3g3 h4e4 g2f1 e4c4 f1g2 c4e2 g3e3 e2d2 e3f3 f5g4 f3g3 g4h4 g3h3 h4g4 h3g3 g4f4 g3f3 f4e5 f3e3 e5d4 g2g1 d2e3 f2e3 d4e3,Grunfeld Defence,Grünfled Fianchetto variation,2020,1
2020-04-30,yacine63,2213,Yepezjose84,2190,1/2-1/2,A57,0.0,0.0, d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 d1c2 d7d6 e2e4 g7g6 c4b5 a7a6 b1c3 f8g7 f1c4 e8g8 g1e2 b8d7 e1g1 d7b6 b2b3 a6b5 c4b5 f6d7 c1b2 c8a6 a2a4 d8c7 g1h1 d7e5 h2h3 c5c4 b5a6 c4b3 c2b3 a8a6 c3b5 c7c4 b3c4 b6c4 b2c3 e5d3 e2d4 f8c8 d4c6 g8f8 c3g7 f8g7 c6e7 c8e8 b5c7 e8e7 c7a6 e7e4 a6b8 e4e2 a4a5 d3f2 f1f2 e2f2 b8d7 f2e2 a5a6 e2e8 a6a7 e8a8 a1a4 c4b2 d7b6 b2a4 b6a8 g7f6 a8c7 a4b6 a7a8q b6a8 c7a8 f6e5 a8c7 f7f5 h1g1 f5f4 g1f2 g6g5 f2f3 h7h5 c7e6 e5f5 e6d4 f5e5 d4e6 e5f5 e6c7 g5g4 h3g4 h5g4 f3f2 f5e4 f2e2 e4d4 e2f2 d4e4 c7e6 f4f3 g2f3 g4f3 e6c7 e4f4 c7e8 f4e5 f2f3 e5d5 e8d6,Benoni defense,Benko,2020,1
2020-04-30,Mauriciochess,2069,yacine63,2210,0-1,D91,-4.0,3.0, d2d4 g8f6 c2c4 g7g6 b1c3 d7d5 g1f3 f8g7 c1g5 f6e4 g5f4 e4c3 b2c3 d5c4 e2e4 e8g8 f1c4 c7c5 e1g1 c8g4 e4e5 c5d4 c3d4 b8c6 f4e3 g4f3 g2f3 e7e6 a1b1 b7b6 d1d3 d8h4 d3e4 h4e4 f3e4 a8d8 f1d1 c6a5,Grunfeld Defence,Bg5 variation,2020,1
2020-04-30,yacine63,2217,Klmv,2113,0-1,D11,-7.0,7.0, d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 g7g6 b1c3 f8g7 f1e2 e8g8 e1g1 f6e4 c3e4 d5e4 f3d2 f7f5 f2f3 e4f3 e2f3 c8e6 d1b3 d8b6 b3a3 g7f6 c4c5 b6c7 a3c3 b8d7 e3e4 a8d8 b2b4 d7c5 e4e5 c5a4 c3a3 f6g7 a3a4 d8d4 d2b3 d4d3 b3c5 c7e5 c1b2 e5b2 c5d3 b2a1 f1a1 g7a1 a4a7 f8d8 d3f2 g6g5 a7b7 a1f6 a2a4 g5g4 f3c6 d8d2 b7b8 g8g7 b8f4 d2b2 h2h3 b2e2 h3g4 e2e1 g1h2 f6e5 f4e5 e1e5 g4f5 e6f5 a4a5 f5c8 b4b5 e5c5 c6e8 g7f8 e8c6 c8a6,Queen's Gambit,Slave,2020,1
2020-04-30,yacine63,2213,Dr-Mavix,2122,1-0,E00,4.0,-5.0, d2d4 g8f6 c2c4 e7e6 g2g3 b7b6 f1g2 d7d5 c4d5 e6d5 b1c3 c8b7 g1f3 f8d6 e1g1 e8g8 c3b5 d6e7 c1f4 a7a6 b5c7 a8a7 a1c1 b8c6 f3e5 e7d6 e5c6 b7c6 c1c6 d6f4 g3f4 a7c7 c6b6 f6e4 b6a6 d8h4 e2e3 g7g5 f4g5 g8h8 d1f3 f8g8 f3f4 h4g5 f4g5 g8g5 f2f4 g5g6 a6g6 h7g6 g2e4 d5e4 f1b1 c7c2 a2a4 c2e2 a4a5 e2e3 a5a6 e3d3 a6a7 e4e3 a7a8q h8g7 a8e4 e3e2 e4d3 e2e1q,Queen's Indian,Catalane,2020,1
2020-04-30,naser3000,2054,yacine63,2209,0-1,D90,-3.0,4.0, d2d4 g8f6 g1f3 g7g6 c2c4 f8g7 b1c3 d7d5 c4d5 f6d5 e2e3 e8g8 h2h3 b8c6 f1c4 d5b6 c4d3 e7e5 d4e5 c6e5 f3e5 g7e5 e1g1 c8e6 d1e2 d8e7 f2f4 e5g7 e3e4 f8d8 c1e3 e7b4 e3b6 a7b6 f4f5 g7d4 g1h1 e6c8 f5g6 f7g6 c3d5 b4b2 e2f3 c8e6 d5c7 d8f8 f3e2 b2e2 d3e2 d4a1 f1a1 a8a2 a1b1 a2e2 c7e6 f8e8 e6g5 h7h6 g5f3 e2e4 b1b6 e8e7 b6g6 g8h7 g6b6 e4e6 b6b5 b7b6 f3d4 e6g6 d4f5 g6g5 g2g4 e7b7 h1g2 h6h5 g2f3 h5g4 h3g4 g5g8 f3f4 g8a8 g4g5 a8a4 f4e5 a4a5 f5d6 a5b5 d6b5 b7g7 e5f5 g7g8 b5d6 g8b8 f5e4 b6b5 d6f5 b5b4 e4d3 b4b3 f5e3 b3b2 e3f5 b2b1q d3e3 b1f5,Grunfeld Defence,Bg5 variation,2020,1
2020-04-30,NaN73,2256,yacine63,2203,0-1,C15,-7.0,6.0, e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 g1e2 b8c6 a2a3 b4a5 b2b4 a5b6 e4d5 e6d5 g2g3 g8e7 f1g2 e8g8 e1g1 c8g4 c1e3 d8d7 d1d2 g4h3 g2h3 d7h3 e2f4 h3d7 f4d3 e7f5 d3c5 d7e7 a1e1 b6c5 d4c5 d5d4 e3d4 c6d4 e1e7 d4f3 g1g2 f3d2 e7c7 d2f1 g2f1 b7b6 c5b6 a7b6 c3b5 f8c8,French,Winawer,2020,1
2020-04-30,yacine63,2204,megakotik,2149,1/2-1/2,A96,-1.0,1.0, d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 f8e7 e1g1 d7d6 c2c4 e8g8 b2b3 f6e4 c1b2 d8e8 b1c3 b8d7 f3d2 e4d2 d1d2 e8h5 e2e4 e6e5 c3d5 e7d8 a1e1 f5f4 f2f3 c7c6 d5b4 f4g3 h2g3 d7f6 d4e5 d6e5 b4d3 d8c7 d2c3 h5g5 d3e5 c7b6 c4c5 b6c7 f3f4 g5h5 c3c4 g8h8 g2f3 h5h3 e5f7 f8f7 c4f7 h3g3 f3g2 c8h3 e1e2 c7f4 f1f4 g3f4 g2h3 a8d8 e2f2 d8d1 h3f1 f4g3 f2g2 g3e3 g1h2 e3h6 h2g3 d1f1 b2f6 h6f6 f7e8 f6f8 e8f8 f1f8 g2d2 h8g8 d2d7 f8f7 d7d8 f7f8 d8d7 f8f7 d7d8 f7f8 d8d7,Dutch,Dutch Defence,2020,1
2020-04-30,MERLIN_BM,2314,yacine63,2196,0-1,C15,-7.0,8.0, e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 g1e2 b8c6 a2a3 b4a5 b2b4 a5b6 c1e3 g8e7 d1d2 e8g8 a1d1 d5e4 c3e4 e7f5 c2c3 e6e5 e4c5 e5d4 e2d4 f5e3 f2e3 d8g5 d4f3 g5g6 f1d3 g6h5 c5e4 f8e8 e1g1 c8g4 d1e1 a8d8 d2c2 h5h6 h2h3 g4f3 f1f3 c6e5 d3e2 e5f3 e2f3 b6e3 g1h1 f7f5 e4g3 g7g6 c3c4 h6h4 c4c5 h4g3 c2b3 g8g7 e1e3 e8e3 b3e3 d8f8 h1g1 f5f4 e3d4 g7h6 d4f2 g3f2 g1f2 b7b6 c5b6 a7b6 a3a4 g6g5 f3e2 f8f5 e2d3 f5d5 f2f3 d5d3 f3e4 d3b3,French,Winawer,2020,1
2020-04-30,yacine63,2189,rg3rman,2244,1-0,E06,7.0,-7.0, d2d4 d7d5 c2c4 e7e6 g1f3 g8f6 g2g3 f8e7 f1g2 e8g8 e1g1 d5c4 d1c2 a7a6 c2c4 b7b5 c4c2 c8b7 c1d2 b8d7 d2a5 d7b6 b1d2 a8c8 c2d3 h7h6 a1c1 f8e8 e2e4 b6c4 d2c4 b5c4 d3c4 b7e4 a5c7 d8d5 c4d5 e6d5 f3e5 e4g2 g1g2 f6e4 c1c6 f7f6 e5d3 e4d2 f1c1 d2c4 b2b3 c4d2 c6a6 e7f8 c7f4 d2e4 c1c8 e8c8 a6b6 c8c2 b6b8 g8f7 a2a4 g7g5 f4e3 f6f5 d3e5 f7g7 b8b7 g7g8 e5g6 f8d6 g2g1 f5f4 g3f4 g5f4 g6f4 d6f4 e3f4 e4f2 f4g3 f2h3 g1f1 h3g5 a4a5 c2a2 b3b4 g5f3 b7d7 f3d4 d7d5 d4b3 d5d8 g8f7 d8d7 f7e6 d7d3 b3c5 b4c5,Queen's Indian,Catalane,2020,1
2020-04-30,faloh,2220,yacine63,2183,0-1,C02,-6.0,6.0, e2e4 e7e6 d2d4 d7d5 e4e5 c7c5 g1f3 c5d4 f1d3 b8c6 e1g1 h7h6 c2c3 d4c3 b1c3 f8b4 c1f4 g8e7 a1c1 e8g8 h2h4 f7f6 d3b1 f6e5 f4e5 c6e5 f3e5 b4d6 e5f3 e7f5 f3d4 d8h4 d4f5 h4h2,French,Advance variation,2020,1
2020-04-30,yacine63,2189,Osechka,2138,0-1,A62,-6.0,7.0, d2d4 g8f6 c2c4 c7c5 d4d5 e7e6 b1c3 e6d5 c4d5 d7d6 g1f3 g7g6 g2g3 f8g7 f1g2 e8g8 e1g1 f8e8 f3d2 b8d7 a2a4 b7b6 h2h3 c8b7 f1e1 f6h5 g1h2 f7f5 e2e4 f5e4 d2e4 d7f6 e4g5 e8e1 d1e1 d8e8 e1e8 f6e8 g3g4 h5f6 c1f4 f6d7 a1e1 d7e5 g2e4 e8c7 h2g2 a8f8 f4g3 h7h6 g5f3 e5f3 e4f3 g7c3 b2c3 b7d5 f3d5 c7d5 g3d6 f8d8 d6e5 g8f7 f2f4 a7a6 g2f3 b6b5 e1d1 d8d7 a4b5 a6b5 d1a1 b5b4 c3b4 c5b4 a1a8 b4b3 a8b8 d5f6 b8b3 f6d5 b3b8 h6h5 b8h8 h5g4 h3g4 f7e6 f3e4 d5f6 e5f6 e6f6 g4g5 f6g7 h8h6 d7e7 e4f3 e7e1 h6h2 e1f1 h2f2 f1e1 f2a2 e1f1 f3g3 f1g1 g3f2 g1b1 a2a7 g7g8 f2e3 b1b4 a7d7 g8f8 d7d4 b4b3 e3e4 f8f7 e4e5 b3b5 d4d5 b5b7 d5c5 b7e7 e5d5 e7e1 c5c6 f7g7 c6c7 g7f8 c7c4 f8f7 c4e4 e1d1 d5e5 d1a1 e4d4 a1a5 d4d5 a5a7 f4f5 a7e7 e5f4 g6f5 f4f5 e7a7 g5g6 f7g7 f5g5 a7a1 d5d7 g7g8 g5f6 a1f1 f6g5 f1g1,Benoni defense,Benoni Defence,2020,1
2020-04-30,Scott_Wastney,2268,yacine63,2182,0-1,C15,-7.0,7.0, e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 g1e2 b8c6 e4d5 e6d5 a2a3 b4a5 c1e3 g8e7 b2b4 a5b6 e2f4 c8f5 g2g4 f5e4 f2f3 e4g6 h2h4 h7h6 h4h5 g6h7 f1d3 h7d3 d1d3 d8d6 f4e2 d6f6 h1h3 e8c8 e1c1 h8e8 c3a4 c8b8 a4c5 e7c8 e3g1 c8d6 g1h2 d6c4 e2f4 e8e3 d3f1 e3a3 c1b1 c6b4 f4d3 f6d4 c5b3 d4c3 f3f4 a3b3 c2b3 c3b3,French,Winawer,2020,1
2020-04-30,yacine63,2177,szachoboks,2147,1-0,E04,5.0,-5.0, d2d4 d7d5 c2c4 e7e6 g1f3 g8f6 g2g3 d5c4 f1g2 c7c6 f3e5 c6c5 d1a4 b8d7 e1g1 c5d4 f1d1 f8c5 e5c4 e8g8 b2b4 c5b6 c1b2 e6e5 b1d2 d8e7 a1c1 b6c7 a4b3 d7b6 c4a5 c8e6 b3a3 b6d5 a5b7 a8b8 b7c5 b8b4 c5a6 c7d6 a6b4 d6b4 a3a4 d5b6 a4b5 e6a2 c1a1 a2d5 g2d5 f6d5 d2c4 f8c8 c4b6 a7b6 e2e4 d5c7 b5b6 b4d6 b6b7 c7e6 b7c8,Queen's Indian,Catalane,2020,1
2020-04-30,szachoboks,2153,yacine63,2171,0-1,D94,-6.0,6.0, d2d4 g8f6 c2c4 g7g6 b1c3 d7d5 g1f3 f8g7 e2e3 e8g8 c4d5 f6d5 f1c4 d5b6 c4b3 b8c6 e1g1 e7e5 d4d5 c6a5 e3e4 c7c6 c1g5 d8e8 d5d6 a5b3 a2b3 f7f6 g5e3 c8e6 b3b4 b6c4 e3a7 a8d8 a7c5 b7b6 b2b3 b6c5 b3c4 c5b4 c3d5 c6d5 e4d5 d8d6 d1b3 e6f7 b3b4 e8d7 f1b1 f8d8 a1a5 g7f8 b4b3 d7c7 b1a1 d6b6 b3d3 d8b8 h2h3 b6b3 d3e2 b3b1 a1b1 b8b1 f3e1 f8b4 a5a8 g8g7,Grunfeld Defence,5.e3 variation,2020,1
2020-04-30,yacine63,2164,beyondbirthday,2275,1-0,E60,7.0,-8.0, d2d4 g8f6 c2c4 g7g6 g2g3 f8g7 f1g2 e8g8 b1c3 c7c6 e2e4 d7d6 g1f3 b8d7 e1g1 c6c5 d4d5 e7e5 f3e1 d7b6 b2b3 f6h5 e1d3 f7f5 e4f5 c8f5 c1b2 d8d7 c3e4 f5h3 a2a4 h3g2 g1g2 a7a5 e4g5 d7g4,King's Indian,King's Indian without e4,2020,1
2020-04-29,yacine63,2156,tripucho,2261,1-0,A64,8.0,-8.0, d2d4 g8f6 c2c4 g7g6 g2g3 f8g7 f1g2 e8g8 b1c3 c7c5 d4d5 d7d6 g1f3 e7e6 e1g1 e6d5 c4d5 a7a6 a2a4 b8d7 f3d2 f8e8 h2h3 a8b8 d2c4 d7b6 c4a3 c8d7 e2e4 b6a8 d1d3 a8c7 a4a5 b7b5 a5b6 b8b6 a3c4 d7b5 c3b5 b6b5 c1f4 f6h5 f4d6 g7d4 d6c7 d8c7 a1a6 c7g3 d3g3 h5g3 c4d6 b5b2 d6e8 g3f1 g2f1 b2f2 d5d6 f2a2 g1h1,Benoni defense,Benoni Defence,2020,1
2020-04-29,emirhanpeksen452,2004,yacine63,2164,1-0,C00,9.0,-8.0, e2e4 e7e6 d2d4 d7d5 f1d3 d5e4 d3e4 g8f6 e4f3 c7c5 g1e2 b8c6 c1e3 d8b6 b1c3 b6b2 e1g1 c5d4 a1b1 b2a3 c3b5 a3a5 e2d4 c8d7 c2c4 a7a6 d4c6 d7c6 f3c6 b7c6 e3b6 a5b6 b5d6 f8d6 b1b6 a8d8 d1a4 e8g8 b6c6 f6g4 h2h3 g4e5 c6a6 d6e7 f1d1 e5d3 a4c6 d3b4 d1d8 f8d8 c6b7 b4a6 b7e7 d8f8 e7d6 a6b8 d6b6 b8d7 b6d6 d7f6 c4c5 g7g5 c5c6 g5g4 c6c7 g4h3 g2h3 g8g7 d6d8,French,French e4 e6,2020,1
2020-04-29,Sikill_94,2208,yacine63,2170,1-0,D90,5.0,-6.0, d2d4 g8f6 c2c4 g7g6 g1f3 f8g7 b1c3 d7d5 c4d5 f6d5 c3a4 e8g8 e2e4 d5b6 c1e3 b8c6 d4d5 c6a5 e3d4 d8d6 d4g7 g8g7 f1e2 c8g4 e1g1 g4f3 e2f3 e7e5 d5e6 f7e6 d1d6 c7d6 a4c3 a5c4 f1d1 a8d8 b2b3 c4e5 f3e2 g6g5 c3b5 d6d5 e4d5 b6d5 e2c4 e5c4 b3c4 d5f4 c4c5 f4d3 b5c7 d3c5 d1c1 c5d3 c7e6 g7f6 e6f8 d3c1 f8h7 f6g6 a1c1 g6h7 g2g3 d8d2 c1c7 h7g6 a2a4 d2d4 a4a5 d4d5 a5a6 b7a6 c7c6 g6f5 c6a6 d5d7 g1g2 d7b7 h2h3 g5g4 a6a5 f5g6 h3g4 b7f7 f2f4 f7c7 g4g5 g6h5 g2h3 c7b7 a5a6 b7b6 a6a7 b6a6 g3g4,Grunfeld Defence,Bg5 variation,2020,1
2020-04-29,yacine63,2164,vandyne,2130,1-0,E62,6.0,-5.0, d2d4 g8f6 c2c4 g7g6 g2g3 f8g7 f1g2 e8g8 b1c3 d7d6 g1f3 b8c6 e1g1 e7e5 d4e5 c6e5 f3e5 d6e5 c1g5 c7c6 d1d8 f8d8 c3e4 f6e4 g5d8 e4d6 c4c5 d6b5 f1d1 c8e6 e2e3 e5e4 d8a5 g7b2 a1b1 b2c3 b1b5,King's Indian,King's Indian fianchetto variation,2020,1
2020-04-29,yacine63,2159,Andrey_Kosov,2138,1-0,A41,5.0,-6.0, d2d4 d7d6 c2c4 e7e5 d4d5 f7f5 b1c3 c7c5 e2e4 f5e4 c3e4 g8f6 e4c3 c8f5 g2g3 f8e7 f1g2 e8g8 g1e2 a7a6 e1g1 d8e8 a2a4 b8d7 f2f4 f5g4 h2h3 g4e2 d1e2 e5f4 e2e6 e8f7 c1f4 f7e6 d5e6 d7e5 f4e5 d6e5 g2b7 a8b8 b7a6 b8b2 c3d5 f6d5 c4d5 b2d2 a6b7 c5c4 a4a5 e7c5 g1h1 c5d4 e6e7 f8e8 d5d6 d4a1 b7c6 d2d6 c6e8 g7g6 e8f7 g8g7 e7e8q,Trompowsky,Trompowsky,2020,1
2020-04-29,yacine63,2164,ALEXRANTA,2187,0-1,E06,-5.0,6.0, d2d4 d7d5 c2c4 e7e6 g1f3 g8f6 g2g3 f8e7 f1g2 e8g8 e1g1 c7c6 d1c2 b7b6 b1d2 c8a6 b2b3 b8d7 e2e4 d5e4 d2e4 f6e4 c2e4 a8c8 c1b2 d7f6 e4c2 c6c5 a1d1 d8c7 f1e1 a6b7 d4d5 e6d5 b2f6 e7f6 c4d5 f8e8 d5d6 e8e1 f3e1 c7d7 g2b7 d7b7 c2f5 c8d8 e1f3 b7d7 f5d5 h7h6 g1g2 d7e6 d5b7 d8d7 b7c8 g8h7 c8c6 g7g6 h2h4 h7g7 a2a4 d7d8 d1d3 g7h7 a4a5 f6d4 f3d4 e6d6 c6f3 c5d4,Queen's Indian,Catalane,2020,1
2020-04-29,Fre2602,2080,yacine63,2160,0-1,A48,-5.0,4.0, d2d4 g8f6 g1f3 g7g6 c1f4 f8g7 e2e3 e8g8 h2h3 d7d6 c2c4 f6d7 b1c3 e7e5 f4h2 b8c6 f1e2 f7f5 e1g1 e5e4 f3d2 d7f6 a1b1 d8e7 b2b4 g6g5 d1c2 h7h5 c3d5 f6d5 c4d5 c6d8 f1c1 c7c6 d5c6 b7c6 b4b5 c6b5 e2b5 h5h4 c2c7 e7c7 c1c7 d8e6 b5c4 g8h8 c4e6 c8e6 b1b7 f8g8 h2d6 e6d5 b7a7 d5a2 d6e5 a8a7 c7a7 g7e5 a7a2 e5b8 a2a5 g8f8 f2f3 e4f3 g2f3 h8g7 g1f2 b8g3 f2e2 g7g6 a5a6 g6h5 d2f1 g3b8 a6a5 h5g6 a5a6 g6h5 a6a5 b8c7 f1d2 c7a5,Trompowsky,Trompowsky,2020,1
2020-04-29,yacine63,2153,landerib,2217,1-0,A96,7.0,-7.0, d2d4 f7f5 c2c4 g8f6 g2g3 e7e6 f1g2 f8e7 g1f3 e8g8 e1g1 d7d6 b1c3 c7c6 d1c2 a7a5 e2e4 f5e4 c3e4 f6e4 c2e4 d8e8 b2b3 e7f6 c1b2 d6d5 e4e2 b8a6 a2a3 e8g6 f1e1 c8d7 b2c3 a5a4 b3b4 a8e8 b4b5 a6c7 a1b1 g8h8 c3a5 c7a8 b5b6 d5c4 e2c4 e6e5 d4e5 f6e5 b1d1 d7e6 c4a4 e5f6 f3d4 f6d4 a4d4 e6g4 d1c1 g6g5 a5c3 e8d8 d4b4 g5f5 c3d4 h7h5 e1e7 f8f7 e7f7 f5f7 a3a4 h5h4 a4a5 h4h3 g2f1 f7d5 d4e3 g4e2 b4h4 h8g8 h4h3 e2f1 h3f1 d5a5 f1c4 g8h8 c4h4,Dutch,Dutch Defence,2020,1
2020-04-29,sidespringer,2028,yacine63,2161,1-0,D85,8.0,-8.0, d2d4 g8f6 c2c4 g7g6 b1c3 d7d5 c4d5 f6d5 c1d2 f8g7 e2e4 d5b6 d2e3 b8c6 f1b5 e8g8 g1f3 c8g4 d4d5 c6e5 b5e2 g4f3 g2f3 e5c4 e3d4 e7e5 d4c5 c4d6 e1g1 d8h4 c3b5 g7h6 c5e3 h6e3 f2e3 b6c4 d1c1 h4g5 g1h1 c4e3 f1g1 g5h6 c1c7 d6b5 e2b5 a8c8 c7e5 c8c2 a1e1 f7f6 e5g3 c2b2 f3f4 e3g4 b5e2 b2a2 e2g4 f8e8 g4e6 g8h8 g1g2 a2a3 g3a3 h6h4 a3g3 h4h5 g3g4 h5h6 e1c1 h6g7 f4f5 g6g5 d5d6 b7b5 d6d7 e8d8 c1c8 g7f8 c8d8 f8d8 g4h5 d8a5 h2h3 h8g7 h5f7 g7h6 f7f8 h6h5 d7d8q a5a1 g2g1 a1e5 d8d1,Grunfeld Defence,Exchange Variation,2020,1
2020-04-29,yacine63,2165,Tomouch,2217,0-1,E01,-4.0,5.0, d2d4 g8f6 c2c4 e7e6 g2g3 d7d5 f1g2 f8b4 c1d2 b4d2 d1d2 d5c4 b1a3 e8g8 a3c4 b8c6 g1f3 f6e4 d2d3 e4d6 c4e5 c6e5 f3e5 d6f5 e2e3 c7c5 a1d1 c5d4 e3d4 d8a5 d3c3 a5a2 e1g1 a2a4 g3g4 f5d6 b2b3 a4a6 c3c5 f8d8 f1e1 a6b6 c5c2 c8d7 c2c5 d7b5 c5b4 a8c8 h2h4 b5a6 b4a3 d6b5 a3b2 b5d4,Queen's Indian,Catalane,2020,1
2020-04-29,O_N_D_R_A,2026,yacine63,2173,1-0,C06,11.0,-8.0, e2e4 e7e6 d2d4 d7d5 b1d2 g8f6 e4e5 f6d7 f1d3 c7c5 c2c3 b8c6 g1e2 c5d4 c3d4 f7f6 e5f6 d7f6 d2f3 f8d6 e1g1 d8c7 c1g5 e8g8 g5h4 f6h5 d1c2 h7h6 d3h7 g8h8 h7g6 f8f3 g6h5 f3f8 h4g3 c8d7 a1c1 a8c8 h5g4 d6g3 h2g3 c7b6 c2d3 b6b2 c1b1 b2a2 b1b7 c6b8 e2f4 a7a6 g4e6 d7b5 d3g6 b5f1 g6g7,French,Tarrasch Variation,2020,1
