date,white,white elo,black,black elo,resultat,ECO,perf white,perf black,moves,opening,variation,year,nb
2020-07-01,vg11,2121,yacine63,2164,0-1,C00,-5.0,5.0, e2e4 e7e6 g1f3 d7d5 e4e5 c7c5 b2b4 c5b4 d2d4 b8c6 f1d3 c8d7 e1g1 a8c8 a2a3 b4a3 b1a3 a7a6 c2c4 c6b4 d3e2 g8e7 c4c5 e7g6 a3c2 b4c2 d1c2 f8e7 c2b1 d7c6 g2g3 e8g8 h2h4 f8e8 h4h5 g6f8 e2d3 h7h6 f3h2 f7f6 d3g6 f6e5 g6e8 d8e8 h2g4 e5d4 f1e1 e8h5 g4e5 e7c5 e5c6 b7c6 b1b7 c8e8 b7c6 c5b4 e1f1 d4d3 a1a6 d3d2 c1d2 b4d2 a6a7 d2g5 c6c7 g5f6 f1e1 e8e7 c7b6 e7a7 b6a7 d5d4 a7a8 h5f5 f2f4 d4d3,French,French e4 e6,2020,1
2020-07-01,walter01,2106,yacine63,2171,1-0,A03,7.0,-7.0, f2f4 g8f6 g1f3 d7d5 e2e3 c7c5 b2b3 b8c6 f1b5 g7g6 b5c6 b7c6 c1b2 f8g7 f3e5 d8d6 e1g1 e8g8 e5f3 c8a6 d2d3 f6g4 b2g7 g8g7 d1e1 d6e6 e1c3 d5d4 e3d4 e6e3 g1h1 g4f2 f1f2 e3f2 d4c5 g7g8 b1d2 a6c8 a1f1 f2e3 f1e1 e3f4 e1e7 c8g4 e7e4 f4f5 e4e5 f5f6 d2e4 f6g7 d3d4 f8e8 e4d2 f7f6 e5e8 a8e8 h2h3 g4f5 d2c4 g7h6 c4d6 h6c1 h1h2 e8e2 c3c4 g8g7 c4e2 f5c2 e2e7 g7h6 d6f7 h6h5 g2g4,Irregular,ouvertures de flanc diverses,2020,1
2020-07-01,yacine63,2171,mkomblr,2182,1/2-1/2,A62,0.0,0.0, d2d4 g8f6 c2c4 c7c5 d4d5 e7e6 b1c3 e6d5 c4d5 g7g6 g1f3 f8g7 g2g3 e8g8 f1g2 d7d6 e1g1 a7a6 a2a4 c8g4 f3d2 f8e8 h2h3 g4f5 e2e4 f5c8 d2c4 d8e7 c1f4 e8d8 g3g4 f6e8 d1d3 b8d7 a1e1 d7e5 c4e5 g7e5 f4e5 d6e5 f2f4 f7f6 f4f5 g6f5 e4f5 e8d6 e1e3 c8d7 e3g3 g8h8 g4g5 d8g8 g5g6 h7g6 f5g6 f6f5 d3f3 e7h4 f3e3 h4d4 e3d4 c5d4 c3e2 h8g7 f1c1 a8c8 c1c8 g8c8 g3b3 c8c2 g2f1 c2c7 b3b6 d6c4 b6b4 c4e3 d5d6 c7c6 b4b7 c6d6 e2g3 g7g6 f1d3 e5e4 d3a6 d4d3 a6c4 d3d2 c4e2 d2d1q e2d1 d6d1 g1f2 e3c2 a4a5 d1d2 f2f1 c2e3 f1e1 d7c6 e1d2 c6b7 d2e3 g6f6 e3f4 b7c8 b2b4 f6e6 b4b5 e6d5 g3f5 c8f5 a5a6 f5c8 a6a7 c8b7 h3h4 d5d4 h4h5 e4e3 h5h6 e3e2 h6h7 e2e1q h7h8q d4d3 h8h7 d3c4 h7b7 e1f2 f4e4 f2h4 e4e5 h4h8 e5d6 h8f8 d6c7 f8e7 c7b6 e7c5 b6a6 c5a3 a6b6 a3c5 b6a5 c5a3 a5b6 a3c5,Benoni defense,Benoni Defence,2020,1
2020-07-01,Spuros_Tryfonas,2183,yacine63,2176,1-0,A40,6.0,-5.0, d2d4 e7e6 c1f4 d7d5 e2e3 g8f6 b1d2 c7c5 c2c3 b8c6 g1f3 f8d6 f4g3 e8g8 f1d3 c5c4 d3c2 b7b5 e3e4 d6g3 h2g3 h7h6 e4e5 f6e8 g3g4 f7f6 e5f6 d8f6 g4g5 h6g5 d1e2 g5g4 c2h7 g8h8 f3e5 c6e5 d4e5 f6g5 h7f5 h8g8 f5g4 c8b7 h1h5 g5g6 h5h2 e8c7 g4h5 g6g5 d2f3 g5f4 g2g3 f4e4 f3g5 e4e2 e1e2 f8f5 f2f4 d5d4 h5g6 d4c3 b2c3 c7d5 g6f5 e6f5 e2d2 a8d8 g5e6 d8e8 e6c5 b7c6 a1h1 b5b4 h2h8 g8f7 c3b4 c4c3 d2c1 d5b4 h8e8 c6h1 e8b8 b4a2 c1c2 h1d5 b8c8 a7a5 c8c7 f7g6 c7a7 g6h5 a7a5 h5g4 e5e6 g4g3 e6e7 d5c6 a5a2,English Opening,English,2020,1
2020-07-01,Genrietta,2238,yacine63,2181,1-0,C02,4.0,-5.0, e2e4 e7e6 d2d4 d7d5 e4e5 c7c5 c2c3 d8b6 a2a3 b8c6 g1f3 g8h6 f1d3 h6f5 d4c5 f8c5 d1e2 c8d7 e1g1 e8g8 b2b4 c5e7 d3f5 e6f5 b1d2 a8c8 c3c4 d5c4 d2c4 b6c7 c1f4 c6d4 f3d4 c7c4 e2d2 c4d5 d2e3 f8d8 f1d1 d5e4 e3g3 g7g6 d4f3 d7a4 d1d8 c8d8 h2h4 d8d3 a1c1 a4c6 f4h6 d3a3 b4b5 c6d7 e5e6 d7e6 g3b8,French,Advance variation,2020,1
2020-07-01,yacine63,2185,JANUAR,2284,0-1,E00,-4.0,4.0, d2d4 g8f6 c2c4 e7e6 g2g3 c7c5 d4d5 e6d5 c4d5 b7b5 e2e4 f6e4 d1e2 d8e7 f1g2 e4d6 c1e3 b8a6 b1c3 b5b4 c3a4 e7e5 g1f3 e5e7 a4c5 a6c5 e3c5 e7e2 e1e2 c8a6 e2d1 f7f6 c5b4 e8f7 a1c1 a8b8 a2a3 d6c4 b2b3 f8b4 a3b4 c4b2 d1c2 b2d3 c1a1 d3b4 c2d2 h8c8 f3d4 b8b6 g2h3 c8c5 h1e1 c5d5 d2e3 d5d4 e3d4 b4c2 d4c3 c2e1 a1e1 a6b5 e1d1 f7e7 d1e1 e7d8 h3f5 g7g6 f5c2 b6c6 c3b2 c6e6 e1a1 a7a6 f2f4 e6e2 a1h1 b5d3,Queen's Indian,Catalane,2020,1
2020-07-01,yacine63,2181,astralfenix,2088,1-0,A81,4.0,-4.0, d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 f8e7 e1g1 e8g8 b2b3 d7d6 c1b2 d8e8 c2c4 f6e4 f3d2 e4d2 b1d2 b8d7 e2e4 f5f4 d1g4 e6e5 d4e5 d7e5 g4e2 c8g4 f2f3 g4d7 g3g4 e7f6 a1c1 e5g4 b2f6 g4f6 c4c5 d6c5 c1c5 c7c6 d2c4 e8e7 c5e5 e7b4 e2d3 a8d8 a2a3,Dutch,Dutch Defence,2020,1
2020-07-01,Chipper66,2200,yacine63,2187,1-0,A15,6.0,-6.0, g1f3 g8f6 c2c4 g7g6 g2g3 f8g7 f1g2 e8g8 e1g1 d7d5 b1c3 d5c4 d1a4 b8c6 a4c4 c8e6 c4a4 h7h6 d2d3 f6d5 a4c2 a7a5 a2a3 d5b6 c1e3 b6d5 c3d5 e6d5 a1c1 a5a4 c2d2 g8h7 h2h4 c6a5 d2d1 d5b3 d1d2 b3d5 d2b4 a5b3 c1c2 b7b6 h4h5 c7c5 b4e1 e7e5 g2h3 d5f3 e2f3 d8d3 c2c3 d3d5 h3g2 e5e4 f3e4 d5h5 c3c4 g7b2 e1b1 b2a3 e4e5 a8a7 c4h4 h5e5 e3h6 e5e8 h6f8 h7g8 f8h6 a3b4 h6f4 b3d2 b1b2 g8f8 f4d2 b4d2 h4h8,English Opening,English,2020,1
2020-07-01,yacine63,2180,vonkalbersinger,2206,1-0,D74,7.0,-6.0, d2d4 g8f6 c2c4 g7g6 g2g3 f8g7 f1g2 d7d5 c4d5 f6d5 g1f3 e8g8 e1g1 b8c6 e2e3 e7e5 e3e4 d5b6 d4d5 c6d4 f3d4 e5d4 b1d2 c7c5 f2f4 a7a5 d2f3 f8e8 f1e1 a5a4 c1d2 b6c4 b2b3 a4b3 d1b3 c4d2 f3d2 d8c7 a2a4 c8d7 d2c4 a8a6 a4a5 e8a8 e4e5 d7f5 d5d6 c7d7 c4b6 a6b6 a5b6 a8a1 e1a1 h7h5 b3d5 f5e6 d5b7 c5c4 b7d7,Grunfeld Defence,Grünfled Fianchetto variation,2020,1
2020-07-01,Pink4,2327,yacine63,2172,0-1,C06,-8.0,8.0, e2e4 e7e6 d2d4 d7d5 b1d2 g8f6 e4e5 f6d7 f1d3 c7c5 c2c3 b8c6 g1e2 c5d4 c3d4 f7f6 e5f6 d7f6 e1g1 f8d6 d2f3 d8c7 c1g5 e8g8 d1c2 h7h6 g5d2 f6g4 f3h4 d6h2 g1h1 g4f2 f1f2 f8f2 d2e3 f2f6 d3h7 g8h8 h4g6 h8h7 g6e5 h7g8 h1h2 c7d6 e3f4 c6d4,French,Tarrasch Variation,2020,1
2020-07-01,Test300,2233,yacine63,2177,1-0,A01,5.0,-5.0, b2b3 c7c5 c2c4 b8c6 c1b2 e7e5 e2e3 g7g6 d2d3 f8g7 b1d2 g8e7 a2a3 d7d5 c4d5 e7d5 d1c2 b7b6 h2h3 c8b7 g1f3 a8c8 g2g4 e8g8 h1g1 f7f5 g4f5 f8f5 h3h4 b7a6 f1h3 d5b4 a3b4 c6b4 a1a6 b4c2 e1d1 c2b4 a6a7 d8d3 h3f5 d3f5 e3e4 f5f4 a7g7 g8h8 b2e5,Irregular,"just bad, nothing else",2020,1
2020-07-01,yacine63,2172,huseinnasser991,2107,1-0,A40,5.0,-5.0, d2d4 e7e6 c2c4 b7b6 e2e4 c8b7 f1d3 d7d5 c4d5 e6d5 e4e5 c7c5 g1e2 b8d7 f2f4 d8h4 g2g3 h4h3 e1f2 h7h6 c1e3 g7g5 b1d2 f8e7 e2g1 h3e6 f4f5 e6c6 g1f3 g5g4 f3e1 c5d4 e3d4 e7c5 e1c2 d7e5 h1e1 f7f6 d2b3 e8c8 d4c5 e5d3 d1d3 b6c5 b3a5 c6b6 a5b7 c5c4 d3d4 b6d4 c2d4 c8b7 e1e6 h8h7 b2b3 a7a6 b3c4 d5c4 f2e3 h7d7 a1d1 c4c3 d1b1 b7c7 e6c6,English Opening,English,2020,1
2020-06-30,yacine63,2180,ahmedsameh123456,2042,0-1,D30,-8.0,8.0, d2d4 d7d5 c2c4 e7e6 g1f3 g8f6 g2g3 f8d6 f1g2 d6e7 e1g1 c7c6 d1c2 b8d7 b1d2 e8g8 e2e4 d5e4 d2e4 f6e4 c2e4 d7f6 e4c2 e7d6 c4c5 d6c7 f3e5 d8d4 e5d3 e6e5 c1e3 d4d7 a1d1 d7f5 c2b3 a8b8 f1e1 c8e6 b3a4 f6g4 h2h3 g4e3 e1e3 f8d8 a4a7 e5e4 g2e4 f5h5 e4f3 h5h3 d3f4 c7f4 g3f4 e6g4 d1d8 b8d8 a7b6 d8f8 b6b7 g4f3,Queen's Gambit,QGA,2020,1
2020-06-30,dmk111,2046,yacine63,2176,0-1,D30,-4.0,4.0, c2c4 e7e6 d2d4 d7d5 g1f3 c7c5 e2e3 g8f6 b1c3 a7a6 a2a4 b8c6 f1e2 c5d4 e3d4 f8d6 c4c5 d6b8 e1g1 e8g8 h2h3 e6e5 d4e5 c6e5 f3e5 b8e5 c1g5 e5c3 b2c3 h7h6 g5h4 g7g5 h4g3 f6e4 g3e5 d8e7 e5d4 e4c5 f1e1 c5e6 e2g4 e7d6 d4e5 d6c6 g4f3 f8d8 e5f6 d8d7 a1c1 e6f4 f6e5 f4g6 e5d4 b7b5 e1e8 g6f8 d1e2 c8b7 c1e1 a8e8 e2e8 d7c7 e8e5 f7f6 e5f5 c7f7 a4b5 a6b5 f3h5 f7c7 d4f6 c6d7 f5e5 d5d4 c3d4 c7c2 d4d5 d7d5 e5d5 b7d5 h5g4 b5b4 e1e7 b4b3 e7g7 g8h8 g7d7 h8g8 d7d5 b3b2 f6b2 c2b2 d5d8 g8f7 g4h5 f7g7 d8d6 b2c2 h5f3 f8g6 f3e4 c2c1 g1h2 g6f4 g2g3 f4e2 h2g2 e2c3 e4f5 c1d1 d6c6 c3e2 f5g4 d1g1 g2f3 e2d4 f3e3 d4c6 g4f3 c6e5 f3e4 e5g6 e3f3 g1h1 f3g4 h1a1 e4f3 a1a4 g4f5 a4a2 f3h5 a2f2 f5e4 g6e7 h3h4 g5h4 g3h4 f2h2 h5f3 h2h4 e4e5 h4h3 e5d6 h3f3 d6e7 h6h5 e7d6 h5h4,Queen's Gambit,QGA,2020,1
2020-06-30,yacine63,2183,danypak,2086,0-1,D11,-7.0,10.0, d2d4 d7d5 c2c4 g8f6 g1f3 c7c6 e2e3 e7e6 b2b3 f8d6 c1b2 e8g8 f1d3 b7b6 e1g1 b8d7 b1d2 c8b7 f3e5 a8c8 f2f4 c6c5 c4d5 f6d5 d1h5 g7g6 h5h6 d5e3 f1f3 b7f3 d2f3 c5d4 b2d4 d6e5 f3e5 d7e5 d4e5 f7f6 d3g6 d8e7 e5d6 e7g7 d6f8 g7h6 f8h6 h7g6 a1e1 e3g4 e1e6 g8f7 e6e1 g4h6 h2h3 c8c2,Queen's Gambit,Slave,2020,1
2020-06-30,Badreddine2006,2220,yacine63,2177,0-1,C00,-7.0,6.0, e2e4 e7e6 d2d3 d7d5 b1d2 c7c5 g1f3 b8c6 g2g3 f8d6 f1g2 g8e7 e1g1 e8g8 f3h4 d5d4 f2f4 e6e5 f4f5 f7f6 g3g4 c8d7 g1h1 b7b5 h4f3 c6a5 g4g5 c5c4 f1g1 g8h8 d1e1 a8c8 e1h4 c4c3 b2c3 c8c3 g5g6 h7h6 d2f1 e7g8 f3e1 d8e7 f1g3 f8c8 g3h5 b5b4 g2f3 d7a4 f3d1 e7f8 c1d2 c3c7 g1g3 a5b7 g3h3 a7a5 h5g7 f8g7 a1b1 a4e8 h4h5 d6f8 h5e2 b7c5 e1f3 c5a4 b1b3 a4c3 b3c3 b4c3 d2c1 c7b7 f3g5 b7b1 g5e6 b1c1 e6g7 f8g7 h1g2 c8b8 e2h5 b8b1 d1g4 c1c2 g2g3 c2a2 g3h4 c3c2,French,French e4 e6,2020,1
2020-06-30,Sabir1994,2088,yacine63,2184,1-0,D32,7.0,-7.0, d2d4 e7e6 c2c4 d7d5 b1c3 c7c5 c4d5 e6d5 d4c5 d5d4 c3e4 d8d5 d1d3 c8f5 e4c3 d5d7 e2e4 d4c3 e4f5 f8c5 d3c3 d7f5 f1b5 b8c6 g1f3 f5e4 e1f1 e4f5 c1e3 c5e3 b5c6 b7c6 c3c6 e8e7 c6b7 e7f6 b7a8 f5b5 f1g1 b5b2 a1f1 e3b6 a8c6 f6e7 f1e1,QGD,Tarrasch,2020,1
2020-06-30,yacine63,2178,Gazi_Vi,2174,1-0,E68,6.0,-6.0, d2d4 g8f6 g2g3 g7g6 f1g2 f8g7 c2c4 e8g8 g1f3 d7d6 b1c3 b8d7 e1g1 e7e5 e2e4 f8e8 h2h3 c7c6 c1e3 d8c7 d4d5 a7a5 a1c1 a5a4 f3e1 h7h6 e1d3 g8h7 c4c5 c6d5 c3b5 c7d8 b5d6 d5e4 d6e8 e4d3 e8g7 h7g7 d1d3 d8e7 c5c6 b7c6 g2c6 a8b8 c6a4 c8b7 a4b3 b8a8 f1d1 b7f3 d1d2 e5e4 d3c4 d7e5 c4f1 e5d3 d2d3 e4d3 f1d3 f3e4 d3c3 g7h7 e3d4 f6d5 c3c6 d5f6 c6f6,King's Indian,King's Indian fianchetto variation,2020,1
2020-06-30,yacine63,2187,SINCHIKODO,2026,0-1,A81,-9.0,9.0, d2d4 f7f5 g2g3 g8f6 f1g2 e7e6,Dutch,Dutch Defence,2020,1
2020-06-30,Abhishek_Biswas1,2185,yacine63,2192,1-0,C00,6.0,-5.0, e2e4 e7e6 d2d3 d7d5 b1d2 c7c5 g2g3 f8d6 f1g2 g8e7 g1e2 b8c6 e1g1 e8g8 f2f4 f7f6 c2c4 d5d4 a2a3 a8b8 d2f3 a7a6 c1d2 b7b5 b2b3 b5c4 b3c4 e6e5 f4f5 c8d7 a1b1 b8b1 d1b1 d8c7 b1a2 f8b8 f1b1 b8b1 a2b1 c6a5 g3g4 d7a4 g4g5 a5b3 d2e1 e7c6 h2h4 c7b8 h4h5 b3a5 b1b8 d6b8 e1h4 g8f7 h5h6 g7h6 g5f6 a4c2 e2c1 b8c7 f3h2 c7d8 h2g4 h6h5 g4h6 f7f8 g2f3 a5b3 c1b3 c2b3 f3h5 b3c2 h5e2 c6a5 h6g4 a5c4 d3c4 d4d3 e2d3 c2d3 g4e5 d3e4 e5d7 f8f7 d7c5 d8b6 h4f2 b6c5 f2c5 e4f5 c5d4 f5d3 c4c5 d3b5 g1f2 f7e6 f2e3 b5e8 e3f4 e6d5 d4f2 d5c4 f4e5 h7h5 c5c6,French,French e4 e6,2020,1
2020-06-30,yacine63,2187,Munov,2156,1-0,A40,5.0,-5.0, d2d4 g7g6 c2c4 f8g7 b1c3 c7c5 d4d5 g7c3 b2c3 f7f5 g2g3 d7d6 f1g2 d8a5 c1d2 g8f6 d1b3 b8d7 g1h3 d7b6 e1g1 c8d7 d2h6 a5a4 h6g7 h8g8 g7f6 e7f6 e2e4 a4c4 e4f5 c4b3 f1e1 e8f7 a2b3 d7f5 h3f4 a7a6 f4e6 a8e8 b3b4 c5b4 c3b4 f5e6 d5e6 e8e6 g2b7 e6e1 a1e1 g8e8 e1e8 f7e8 b7a6 e8e7 g1f1 e7e6 f1e2 g6g5 e2d3 e6e5 a6b7 h7h5 b7f3 h5h4 g3h4 g5h4 f3c6 f6f5 b4b5 f5f4 d3c3 d6d5 c3b4 d5d4 b4a5 b6c4 a5a6 d4d3 b5b6 e5d6 b6b7,English Opening,English,2020,1
2020-06-30,eremita74,2157,yacine63,2182,0-1,C01,-5.0,5.0, e2e4 e7e6 c2c4 d7d5 e4d5 e6d5 d2d4 b8c6 b1c3 f8b4 c1d2 c6d4 c3d5 b4d2 d1d2 d4e6 g1f3 c7c6 d5c3 g8f6 d2d8 e8d8 e1c1 d8c7 f3e5 h8f8 g2g3 b7b6 f1g2 c8b7 f2f4 e6c5 b2b4 c5d7 h1e1 a8e8 b4b5 d7e5 f4e5 f6g4 b5c6 b7c6 g2c6 c7c6 d1d6 c6c7 c3b5 c7b8 e5e6 f7e6 d6e6 e8c8 b5d6 c8c6 h2h3 g4f2 c1c2 f8d8 e1e2 f2h3 c2b3 c6d6 e6e7 d6d3 b3b4 d3d7 b4b5 h3g5 e7d7 d8d7 e2e6 g5e6,French,Exchange variation,2020,1
2020-06-30,yacine63,2187,Hirnschmalz,2219,0-1,A41,-5.0,6.0, d2d4 d7d6 g1f3 c8g4 c2c4 g4f3 g2f3 g7g6 d1b3 d8c8 f1h3 e7e6 b1c3 f8g7 e2e3 g8e7 c1d2 e8g8 f3f4 c7c6 e1g1 b8d7 c3e4 c8c7 b3a3 d6d5 c4d5 c6d5 a1c1 e7c6 e4c5 d7c5 c1c5 f8c8 f1c1 g7f8 b2b4 f8c5 d4c5 c7e7 d2c3 d5d4 e3d4 e7h4 c3b2 c8d8 d4d5 d8d5 a3c3 c6d4 c1d1 d4e2,Trompowsky,Trompowsky,2020,1
2020-06-29,mdkfire2010,2111,yacine63,2182,0-1,C06,-5.0,5.0, e2e4 e7e6 d2d4 d7d5 b1d2 g8f6 e4e5 f6d7 c2c3 c7c5 f1d3 b8c6 g1e2 c5d4 c3d4 f7f6 e5f6 d7f6 d2f3 f8d6 c1g5 e8g8 e1g1 d8c7 g5h4 f6h5 a1c1 g7g6 a2a3 c7g7 b2b4 f8f3 g2f3 c6d4 e2d4 g7d4 d3b1 d4h4,French,Tarrasch Variation,2020,1
2020-06-29,Izleib,2056,yacine63,2178,0-1,C00,-4.0,4.0, e2e4 e7e6 d2d3 d7d5 b1d2 c7c5 g1f3 b8c6 g2g3 f8d6 f1g2 g8e7 e1g1 e8g8 f1e1 d8c7 c2c3 c8d7 d1e2 f7f6 h2h4 d5d4 c3c4 e6e5 d2f1 a7a6 f1h2 b7b5 b2b3 a8b8 h4h5 b5c4 d3c4 a6a5 e1f1 a5a4 b3a4 c7a5 c1d2 a5a4 f3e1 c6a5 d2a5 a4a5 e1d3 a5a4 f1c1 d7e6 e2c2 a4c2 c1c2 e7c6 h2f3 c6a5 f3d2 b8b7 f2f4 f8b8 f4f5 e6f7 g3g4 f7e8 g2f1 g7g6 h5g6 h7g6 f1e2 e8a4 c2c1 b7b2 d3b2 b8b2 d2b3 a4b3 a2b3 a5b3 a1a8 d6f8 e2f1 b3c1 f5g6 d4d3 a8d8 d3d2,French,French e4 e6,2020,1
2020-06-29,yacine63,2175,Asa_Senin_Olsun,2030,1-0,E05,3.0,-3.0, d2d4 g8f6 c2c4 e7e6 g2g3 d7d5 f1g2 f8e7 g1f3 d5c4 e1g1 a7a6 f3e5 e8g8 e5c4 c7c5 d4c5 e7c5 c1f4 b8c6 b1c3 f6d7 c3e4 c5a7 a1c1 e6e5 f4g5 f7f6 d1d5 g8h8 g5e3 a7e3 c4e3 d7b6 d5b3 d8c7 f1d1 c8d7 e4c5 c6d4 b3d3 d7b5 c5e6 c7e7 d3e4 d4e2 g1h1 e2c1 e4b7 e7e6 d1c1 a8c8 c1c8 f8c8 h2h4 h7h6 h1h2 e6d7 b7b6 b5c6 g2h3 f6f5 h3f5,Queen's Indian,Catalane,2020,1
2020-06-29,yacine63,2180,laone_87,2209,0-1,D06,-5.0,5.0, d2d4 d7d5 c2c4 c8f5 d1b3 b8c6 b3b7 c6d4 b1a3 e7e5 c4d5 f8a3 e2e4 f5e4 b2a3 a8b8 b7a6 d4c2 e1d1 d8d5 c1d2 c2a1 a6a4 c7c6 g1e2 b8b1,Queen's Gambit,Albin,2020,1
2020-06-29,agabla,2211,yacine63,2174,0-1,C02,-7.0,6.0, d2d4 e7e6 e2e4 d7d5 e4e5 c7c5 f2f4 c5d4 g1f3 b8c6 a2a3 g8e7 f1d3 h7h5 e1g1 g7g6 b2b4 a7a6 b1d2 f8h6 d2b3 d8b6 g1h1 e7f5 d3f5 g6f5 f3d4 c8d7 c1e3 b6d8 b4b5 a6b5 d4b5 c6e5 b5d6 e8f8 d1h5 h6g7 h5e2 e5g4 h2h3 d7c6 d6f7 f8f7 e3d4 g7d4 b3d4 d8f6 c2c3 a8e8 h1g1 g4h6 d4f3 f6c3 f3e5 f7f6 e2h5 c3e3 g1h1 e8g8 a1e1 e3d2 f1g1 d5d4 h5h4 f6g7 h4e7 h6f7 e7f7 g7h6 f7f6 h6h7 f6f7 g8g7 f7h5 h7g8 e5g6 h8h5,French,Advance variation,2020,1
2020-06-29,yacine63,2168,Caebenxio,2157,1-0,E00,6.0,-6.0, d2d4 g8f6 c2c4 e7e6 g2g3 f8b4 c1d2 d8e7 f1g2 b8c6 g1f3 b4d2 b1d2 d7d6 e1g1 a7a5 e2e4 e6e5 d4d5 c6b8 f3e1 b8a6 e1d3 e8g8 f2f4 e5f4 d3f4 a6c5 d1c2 f8e8 a1e1 c8d7 h2h3 c7c6 g1h2 c6d5 c4d5 d7b5 f1f2 a8c8 c2b1 g7g5 f4e2 c5d3 e2c3 b5a6 f2f5 d3e1 f5g5 g8f8 b1e1 h7h6 g5f5 a6d3 e1e3 c8c3 e3h6,Queen's Indian,Catalane,2020,1
2020-06-29,avneraa,2012,yacine63,2176,1-0,C06,8.0,-8.0, e2e4 e7e6 d2d4 d7d5 b1d2 g8f6 e4e5 f6d7 f1d3 c7c5 c2c3 b8c6 g1e2 c5d4 c3d4 f7f6 e5f6 d7f6 e1g1 f8d6 d2f3 d8c7 c1g5 e8g8 g5h4 f6h5 d1c2 h7h6 d3h7 g8h8 h7g6 f8f3 g2f3 h5f4 e2f4 d6f4 h4g3 e6e5 d4e5 c6e5 c2c7 e5f3,French,Tarrasch Variation,2020,1
2020-06-29,yacine63,2175,RobertLeeFrost,2245,1/2-1/2,E60,1.0,-1.0, d2d4 g8f6 c2c4 g7g6 g2g3 f8g7 f1g2 e8g8 b1c3 c7c5 d4d5 d7d6 g1f3 e7e6 e1g1 e6d5 c4d5 f8e8 f3d2 b8d7 h2h3 a7a6 a2a4 a8b8 d2c4 d7b6 c4a3 c8d7 a4a5 b6c8 a3c4 d7b5 c3b5 a6b5 c4a3 d8d7 c1g5 h7h6 g5f4 f6h5 f4d2 h5f6 d1b3 b5b4 a3c4 f6e4 d2e3 b7b5 a5b6 c8b6 c4b6 b8b6 a1a5 b6b7 f1a1 f7f5 a5a8 g8h7 a8e8 d7e8 h3h4 e8e7 a1a8 b7a7 a8b8 a7b7 b8a8 b7a7 a8a7 e7a7 g1h2 a7e7 b3a4 g7e5 h2g1 e4f6 e3d2 e5b2 a4a8 b2c3 d2f4 c3e5 f4d2 e5c3 d2c1 e7e2 a8b7 h7g8 c1h6 f6e8 g2f1 e2e5 f1b5 b4b3 b5e8 e5e8 b7b3 c3d4 h6e3 d4e3 f2e3 e8e5 g1f2 g8g7 b3b7 g7h6 b7c8 h6g7 c8d7 g7f6 d7d8 e5e7 d8h8 e7g7 h8b8 g7e7 b8h8 e7g7 h8d8 g7e7 d8h8,King's Indian,King's Indian without e4,2020,1
2020-06-29,ahmedsameh123456,2015,yacine63,2172,0-1,C02,-4.0,3.0, e2e4 e7e6 d2d4 d7d5 e4e5 c7c5 c2c3 d8b6 g1f3 b8c6 f1d3 c5d4 d3c4 d5c4,French,Advance variation,2020,1
2020-06-29,romankos15,2088,yacine63,2167,0-1,E10,-4.0,5.0, d2d4 e7e6 g1f3 d7d5 e2e3 c7c5 c2c4 b8c6 b1c3 g8f6 c4d5 e6d5 f1e2 c5d4 f3d4 f8d6 e1g1 e8g8 e2f3 a7a6 g2g3 c8h3 f1e1 a8c8 c3d5 f6d5 f3d5 d6b4 d4c6 b7c6 d5f7 f8f7,Queen's Indian,Catalane,2020,1
2020-06-29,mexico616,2038,yacine63,2169,1/2-1/2,D30,4.0,-2.0, d2d4 e7e6 c2c4 d7d5 g2g3 c7c5 f1g2 b8c6 c4d5 e6d5 d4c5 c8e6 g1f3 f8c5 e1g1 g8e7 b1c3 e8g8 e2e3 a7a6 a2a3 a8c8 b2b4 c5a7 c3e2 d8d7 c1b2 e6h3 e2d4 h3g2 g1g2 h7h5 h2h4 e7g6 d1d2 d7g4 f1h1 f8e8 a1c1 c6d4 b2d4 c8c1 h1c1 a7d4 d2d4 g4d7 c1c5 g6e7 e3e4 b7b6 c5c2 d7a4 c2c3 d5e4 d4e4 e7g6 e4f5 a4d1 f5h5 e8e1 c3c8 g6f8 c8c7 e1g1 g2h3 g1h1 h3g4 d1b3 h5f5 g7g6 f5c8 h1d1 c7c3 b3d5 c3e3 d1h1 f3g5 f7f6 f2f4 f6g5 h4g5 d5g2 c8c4 g8h8 c4d4 h8g8 d4c4 g8h8 c4d4 h8g8 d4c4,Queen's Gambit,QGA,2020,1
2020-06-29,yacine63,2164,alvaroalbaina,2115,1-0,A81,5.0,-5.0, d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 b2b3 d7d6 c1b2 h7h6 c2c4 g6g5 b1c3 g5g4 f3h4 d8e8 e2e4 f5e4 c3e4 b8c6 d1c2 c6b4 c2d2 a7a5 a1e1 e8f7 d4d5 f6e4 g2e4 g7b2 d2b2 f7f6 b2d2 c8d7 a2a3 b4a6 b3b4 a5b4 a3b4 a8e8 e4g6 e8a8 d2h6,Dutch,Dutch Defence,2020,1
